mt_message,mt_occurrence_no,mt_tag,mt_option,mx_message_id,mx_path,mapping_action,transformation,evidence_grade,evidence_source_ids,corroboration,validation_status,review_reason,mt_field_name,mt_requiredness,mt_sequence,mt_source_pdf_page
MT103,5,26T,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/Purp/Prtry,CONDITIONAL_CANDIDATE,Carry transaction type as proprietary purpose only when bilateral/usage rules allow.,D,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Transaction Type Code,O,,18
MT103,6,32A,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/IntrBkSttlmDt,TRANSFORM,Split YYMMDD + currency + comma-decimal amount; expand year under SWIFT date rules.,B,SR_2025_MT103|MX_pacs_008_001_08,Apache-2.0 pacs008-loader-mt103 and MIT Mixar corroborate amount/currency/date split.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Value Date/Currency/Interbank Settled Amount,M,,18
MT103,6,32A,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/IntrBkSttlmAmt,TRANSFORM,Split YYMMDD + currency + comma-decimal amount; expand year under SWIFT date rules.,B,SR_2025_MT103|MX_pacs_008_001_08,Apache-2.0 pacs008-loader-mt103 and MIT Mixar corroborate amount/currency/date split.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Value Date/Currency/Interbank Settled Amount,M,,18
MT103,6,32A,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/IntrBkSttlmAmt/@Ccy,TRANSFORM,Split YYMMDD + currency + comma-decimal amount; expand year under SWIFT date rules.,B,SR_2025_MT103|MX_pacs_008_001_08,Apache-2.0 pacs008-loader-mt103 and MIT Mixar corroborate amount/currency/date split.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Value Date/Currency/Interbank Settled Amount,M,,18
MT103,7,33B,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/InstdAmt,TRANSFORM,Split currency and instructed amount.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Currency/Instructed Amount,O,,19
MT103,7,33B,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/InstdAmt/@Ccy,TRANSFORM,Split currency and instructed amount.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Currency/Instructed Amount,O,,19
MT103,8,36,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/XchgRate,TRANSFORM,Convert SWIFT decimal comma to ISO decimal representation.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Exchange Rate,O,,20
MT103,9,50a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/Dbtr/Nm,CONDITIONAL_CANDIDATE,"Parse option A/F/K into party identifier, name/address and account components; preserve unmapped source text for review.",B,SR_2025_MT103|MX_pacs_008_001_08,Multiple open-source converters corroborate debtor and debtor-account semantics.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Ordering Customer,M,,20
MT103,9,50a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/Dbtr/PstlAdr/AdrLine,CONDITIONAL_CANDIDATE,"Parse option A/F/K into party identifier, name/address and account components; preserve unmapped source text for review.",B,SR_2025_MT103|MX_pacs_008_001_08,Multiple open-source converters corroborate debtor and debtor-account semantics.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Ordering Customer,M,,20
MT103,9,50a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/Dbtr/Id/OrgId/AnyBIC,CONDITIONAL_CANDIDATE,"Parse option A/F/K into party identifier, name/address and account components; preserve unmapped source text for review.",B,SR_2025_MT103|MX_pacs_008_001_08,Multiple open-source converters corroborate debtor and debtor-account semantics.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Ordering Customer,M,,20
MT103,9,50a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/DbtrAcct/Id/IBAN,CONDITIONAL_CANDIDATE,"Parse option A/F/K into party identifier, name/address and account components; preserve unmapped source text for review.",B,SR_2025_MT103|MX_pacs_008_001_08,Multiple open-source converters corroborate debtor and debtor-account semantics.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Ordering Customer,M,,20
MT103,9,50a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/DbtrAcct/Id/Othr/Id,CONDITIONAL_CANDIDATE,"Parse option A/F/K into party identifier, name/address and account components; preserve unmapped source text for review.",B,SR_2025_MT103|MX_pacs_008_001_08,Multiple open-source converters corroborate debtor and debtor-account semantics.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Ordering Customer,M,,20
MT103,10,51A,ANY,pacs.008.001.08,,NO_DIRECT_EQUIVALENT,Field 51A is network/sending-institution context; evaluate Business Application Header mapping rather than forcing it into the document.,D,SR_2025_MT103|MX_pacs_008_001_08,,DOCUMENTED_GAP,Requires Business Application Header and CBPR+ rule review; this package inventories ISO Document paths only.,Sending Institution,O,,24
MT103,11,52a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/DbtrAgt/FinInstnId/BICFI,CONDITIONAL_CANDIDATE,"Parse option A/D into debtor-agent identifier, name/address and account.",B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Ordering Institution,O,,24
MT103,11,52a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/DbtrAgt/FinInstnId/ClrSysMmbId/MmbId,CONDITIONAL_CANDIDATE,"Parse option A/D into debtor-agent identifier, name/address and account.",B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Ordering Institution,O,,24
MT103,11,52a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/DbtrAgt/FinInstnId/Nm,CONDITIONAL_CANDIDATE,"Parse option A/D into debtor-agent identifier, name/address and account.",B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Ordering Institution,O,,24
MT103,11,52a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/DbtrAgt/FinInstnId/PstlAdr/AdrLine,CONDITIONAL_CANDIDATE,"Parse option A/D into debtor-agent identifier, name/address and account.",B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Ordering Institution,O,,24
MT103,11,52a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/DbtrAgtAcct/Id/IBAN,CONDITIONAL_CANDIDATE,"Parse option A/D into debtor-agent identifier, name/address and account.",B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Ordering Institution,O,,24
MT103,11,52a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/DbtrAgtAcct/Id/Othr/Id,CONDITIONAL_CANDIDATE,"Parse option A/D into debtor-agent identifier, name/address and account.",B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Ordering Institution,O,,24
MT103,12,53a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/GrpHdr/SttlmInf/InstgRmbrsmntAgt/FinInstnId/BICFI,CONDITIONAL_CANDIDATE,Parse sender's correspondent as instructing reimbursement agent/account when settlement method permits.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Sender's Correspondent,O,,26
MT103,12,53a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/GrpHdr/SttlmInf/InstgRmbrsmntAgt/FinInstnId/ClrSysMmbId/MmbId,CONDITIONAL_CANDIDATE,Parse sender's correspondent as instructing reimbursement agent/account when settlement method permits.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Sender's Correspondent,O,,26
MT103,12,53a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/GrpHdr/SttlmInf/InstgRmbrsmntAgt/FinInstnId/Nm,CONDITIONAL_CANDIDATE,Parse sender's correspondent as instructing reimbursement agent/account when settlement method permits.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Sender's Correspondent,O,,26
MT103,12,53a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/GrpHdr/SttlmInf/InstgRmbrsmntAgt/FinInstnId/PstlAdr/AdrLine,CONDITIONAL_CANDIDATE,Parse sender's correspondent as instructing reimbursement agent/account when settlement method permits.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Sender's Correspondent,O,,26
MT103,12,53a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/GrpHdr/SttlmInf/InstgRmbrsmntAgtAcct/Id/IBAN,CONDITIONAL_CANDIDATE,Parse sender's correspondent as instructing reimbursement agent/account when settlement method permits.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Sender's Correspondent,O,,26
MT103,12,53a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/GrpHdr/SttlmInf/InstgRmbrsmntAgtAcct/Id/Othr/Id,CONDITIONAL_CANDIDATE,Parse sender's correspondent as instructing reimbursement agent/account when settlement method permits.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Sender's Correspondent,O,,26
MT103,13,54a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/GrpHdr/SttlmInf/InstdRmbrsmntAgt/FinInstnId/BICFI,CONDITIONAL_CANDIDATE,Parse receiver's correspondent as instructed reimbursement agent/account when settlement method permits.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Receiver's Correspondent,O,,27
MT103,13,54a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/GrpHdr/SttlmInf/InstdRmbrsmntAgt/FinInstnId/ClrSysMmbId/MmbId,CONDITIONAL_CANDIDATE,Parse receiver's correspondent as instructed reimbursement agent/account when settlement method permits.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Receiver's Correspondent,O,,27
MT103,13,54a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/GrpHdr/SttlmInf/InstdRmbrsmntAgt/FinInstnId/Nm,CONDITIONAL_CANDIDATE,Parse receiver's correspondent as instructed reimbursement agent/account when settlement method permits.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Receiver's Correspondent,O,,27
MT103,13,54a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/GrpHdr/SttlmInf/InstdRmbrsmntAgt/FinInstnId/PstlAdr/AdrLine,CONDITIONAL_CANDIDATE,Parse receiver's correspondent as instructed reimbursement agent/account when settlement method permits.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Receiver's Correspondent,O,,27
MT103,13,54a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/GrpHdr/SttlmInf/InstdRmbrsmntAgtAcct/Id/IBAN,CONDITIONAL_CANDIDATE,Parse receiver's correspondent as instructed reimbursement agent/account when settlement method permits.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Receiver's Correspondent,O,,27
MT103,13,54a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/GrpHdr/SttlmInf/InstdRmbrsmntAgtAcct/Id/Othr/Id,CONDITIONAL_CANDIDATE,Parse receiver's correspondent as instructed reimbursement agent/account when settlement method permits.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Receiver's Correspondent,O,,27
MT103,14,55a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/GrpHdr/SttlmInf/ThrdRmbrsmntAgt/FinInstnId/BICFI,CONDITIONAL_CANDIDATE,Parse third reimbursement institution and account.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Third Reimbursement Institution,O,,28
MT103,14,55a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/GrpHdr/SttlmInf/ThrdRmbrsmntAgt/FinInstnId/ClrSysMmbId/MmbId,CONDITIONAL_CANDIDATE,Parse third reimbursement institution and account.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Third Reimbursement Institution,O,,28
MT103,14,55a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/GrpHdr/SttlmInf/ThrdRmbrsmntAgt/FinInstnId/Nm,CONDITIONAL_CANDIDATE,Parse third reimbursement institution and account.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Third Reimbursement Institution,O,,28
MT103,14,55a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/GrpHdr/SttlmInf/ThrdRmbrsmntAgt/FinInstnId/PstlAdr/AdrLine,CONDITIONAL_CANDIDATE,Parse third reimbursement institution and account.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Third Reimbursement Institution,O,,28
MT103,14,55a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/GrpHdr/SttlmInf/ThrdRmbrsmntAgtAcct/Id/IBAN,CONDITIONAL_CANDIDATE,Parse third reimbursement institution and account.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Third Reimbursement Institution,O,,28
MT103,14,55a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/GrpHdr/SttlmInf/ThrdRmbrsmntAgtAcct/Id/Othr/Id,CONDITIONAL_CANDIDATE,Parse third reimbursement institution and account.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Third Reimbursement Institution,O,,28
MT103,15,56a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/IntrmyAgt1/FinInstnId/BICFI,CONDITIONAL_CANDIDATE,Parse intermediary option A/C/D into agent and account; option C requires account-only handling.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Intermediary Institution,O,,29
MT103,15,56a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/IntrmyAgt1/FinInstnId/ClrSysMmbId/MmbId,CONDITIONAL_CANDIDATE,Parse intermediary option A/C/D into agent and account; option C requires account-only handling.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Intermediary Institution,O,,29
MT103,15,56a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/IntrmyAgt1/FinInstnId/Nm,CONDITIONAL_CANDIDATE,Parse intermediary option A/C/D into agent and account; option C requires account-only handling.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Intermediary Institution,O,,29
MT103,15,56a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/IntrmyAgt1/FinInstnId/PstlAdr/AdrLine,CONDITIONAL_CANDIDATE,Parse intermediary option A/C/D into agent and account; option C requires account-only handling.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Intermediary Institution,O,,29
MT103,15,56a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/IntrmyAgt1Acct/Id/IBAN,CONDITIONAL_CANDIDATE,Parse intermediary option A/C/D into agent and account; option C requires account-only handling.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Intermediary Institution,O,,29
MT103,15,56a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/IntrmyAgt1Acct/Id/Othr/Id,CONDITIONAL_CANDIDATE,Parse intermediary option A/C/D into agent and account; option C requires account-only handling.,B,SR_2025_MT103|MX_pacs_008_001_08,,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Intermediary Institution,O,,29
MT103,16,57a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/CdtrAgt/FinInstnId/BICFI,CONDITIONAL_CANDIDATE,Parse account-with institution as creditor agent/account.,B,SR_2025_MT103|MX_pacs_008_001_08,Open-source converters corroborate creditor-agent semantics.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Account With Institution,O,,31
MT103,16,57a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/CdtrAgt/FinInstnId/ClrSysMmbId/MmbId,CONDITIONAL_CANDIDATE,Parse account-with institution as creditor agent/account.,B,SR_2025_MT103|MX_pacs_008_001_08,Open-source converters corroborate creditor-agent semantics.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Account With Institution,O,,31
MT103,16,57a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/CdtrAgt/FinInstnId/Nm,CONDITIONAL_CANDIDATE,Parse account-with institution as creditor agent/account.,B,SR_2025_MT103|MX_pacs_008_001_08,Open-source converters corroborate creditor-agent semantics.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Account With Institution,O,,31
MT103,16,57a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/CdtrAgt/FinInstnId/PstlAdr/AdrLine,CONDITIONAL_CANDIDATE,Parse account-with institution as creditor agent/account.,B,SR_2025_MT103|MX_pacs_008_001_08,Open-source converters corroborate creditor-agent semantics.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Account With Institution,O,,31
MT103,16,57a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/CdtrAgtAcct/Id/IBAN,CONDITIONAL_CANDIDATE,Parse account-with institution as creditor agent/account.,B,SR_2025_MT103|MX_pacs_008_001_08,Open-source converters corroborate creditor-agent semantics.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Account With Institution,O,,31
MT103,16,57a,ANY,pacs.008.001.08,Document/FIToFICstmrCdtTrf/CdtTrfTxInf/CdtrAgtAcct/Id/Othr/Id,CONDITIONAL_CANDIDATE,Parse account-with institution as creditor agent/account.,B,SR_2025_MT103|MX_pacs_008_001_08,Open-source converters corroborate creditor-agent semantics.,REVIEW_REQUIRED_CBPR,Base-standard semantic candidate only; validate against the applicable CBPR+ Usage Guideline and SWIFT Translation Library before implementation.,Account With Institution,O,,31
